TBD,punctuation,TBD1,avgWordLen,numLetters,numwords,dialogue
0.0,3.0,0.0,3.9166666666666665,94.0,24.0,0.0
0.0,2.0,0.0,4.9,49.0,10.0,0.0
0.0,3.0,0.0,5.6,56.0,10.0,0.0
0.0,2.0,0.0,3.25,13.0,4.0,0.0
0.0,2.0,0.0,4.142857142857143,29.0,7.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,4.0,0.0,4.290322580645161,133.0,31.0,0.0
0.0,2.0,0.0,4.375,35.0,8.0,0.0
0.0,2.0,0.0,3.0,21.0,7.0,0.0
0.0,2.0,0.0,3.0,27.0,9.0,0.0
0.0,1.0,0.0,5.4,54.0,10.0,0.0
0.0,5.0,0.0,5.0,120.0,24.0,0.0
0.0,1.0,0.0,6.0,30.0,5.0,0.0
0.0,2.0,0.0,4.4,22.0,5.0,1.0
0.0,2.0,0.0,4.222222222222222,38.0,9.0,0.0
0.0,1.0,0.0,3.25,13.0,4.0,1.0
0.0,1.0,0.0,7.0,28.0,4.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,2.0,0.0,3.1666666666666665,19.0,6.0,0.0
0.0,1.0,0.0,3.8333333333333335,23.0,6.0,0.0
0.0,2.0,0.0,4.136363636363637,91.0,22.0,0.0
0.0,1.0,0.0,5.0,25.0,5.0,0.0
0.0,1.0,0.0,3.0,21.0,7.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,2.0,0.0,3.0,12.0,4.0,1.0
0.0,1.0,0.0,6.666666666666667,20.0,3.0,0.0
0.0,2.0,0.0,4.2,21.0,5.0,0.0
0.0,2.0,0.0,3.4444444444444446,31.0,9.0,0.0
0.0,2.0,0.0,4.571428571428571,96.0,21.0,0.0
0.0,5.0,0.0,4.043478260869565,93.0,23.0,1.0
0.0,2.0,0.0,5.428571428571429,38.0,7.0,1.0
0.0,1.0,0.0,5.0,5.0,1.0,0.0
0.0,2.0,0.0,4.2,21.0,5.0,0.0
0.0,1.0,0.0,5.166666666666667,31.0,6.0,0.0
0.0,1.0,0.0,3.0,3.0,1.0,0.0
0.0,1.0,0.0,3.7142857142857144,26.0,7.0,0.0
0.0,3.0,0.0,4.25,68.0,16.0,1.0
0.0,1.0,0.0,4.7,47.0,10.0,0.0
0.0,1.0,0.0,3.375,27.0,8.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,1.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,2.75,11.0,4.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,5.0,0.0,4.428571428571429,62.0,14.0,1.0
0.0,2.0,0.0,4.25,68.0,16.0,0.0
0.0,1.0,0.0,3.0,12.0,4.0,1.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,1.0,0.0,4.0,4.0,1.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,1.0,0.0,5.142857142857143,36.0,7.0,0.0
0.0,4.0,0.0,3.357142857142857,47.0,14.0,1.0
0.0,1.0,0.0,3.8333333333333335,23.0,6.0,0.0
0.0,1.0,0.0,4.0,80.0,20.0,0.0
0.0,2.0,0.0,3.75,30.0,8.0,0.0
0.0,2.0,0.0,4.0,20.0,5.0,0.0
0.0,2.0,0.0,3.8823529411764706,66.0,17.0,0.0
0.0,1.0,0.0,3.0,3.0,1.0,0.0
0.0,3.0,0.0,4.125,66.0,16.0,0.0
0.0,2.0,0.0,3.111111111111111,28.0,9.0,0.0
0.0,1.0,0.0,5.5,33.0,6.0,0.0
0.0,1.0,0.0,4.615384615384615,60.0,13.0,0.0
0.0,2.0,0.0,3.3333333333333335,20.0,6.0,0.0
0.0,3.0,0.0,3.84,96.0,25.0,0.0
0.0,1.0,0.0,6.0,6.0,1.0,0.0
0.0,1.0,0.0,2.8333333333333335,17.0,6.0,0.0
0.0,2.0,0.0,3.5454545454545454,39.0,11.0,0.0
0.0,1.0,0.0,5.0,30.0,6.0,0.0
0.0,4.0,0.0,4.3076923076923075,112.0,26.0,1.0
0.0,1.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,1.0,0.0,5.666666666666667,17.0,3.0,0.0
0.0,2.0,0.0,4.571428571428571,32.0,7.0,1.0
0.0,1.0,0.0,4.428571428571429,31.0,7.0,0.0
0.0,2.0,0.0,5.0,20.0,4.0,1.0
0.0,1.0,0.0,5.5,11.0,2.0,0.0
0.0,1.0,0.0,4.714285714285714,33.0,7.0,0.0
0.0,2.0,0.0,4.538461538461538,59.0,13.0,0.0
0.0,1.0,0.0,4.0,24.0,6.0,0.0
0.0,3.0,0.0,4.176470588235294,71.0,17.0,0.0
0.0,3.0,0.0,4.5,54.0,12.0,1.0
0.0,3.0,0.0,4.833333333333333,29.0,6.0,1.0
0.0,2.0,0.0,4.2,42.0,10.0,1.0
0.0,1.0,0.0,4.5,27.0,6.0,0.0
0.0,3.0,0.0,4.142857142857143,29.0,7.0,0.0
0.0,1.0,0.0,5.666666666666667,34.0,6.0,0.0
0.0,5.0,0.0,3.576923076923077,93.0,26.0,1.0
0.0,2.0,0.0,4.666666666666667,14.0,3.0,0.0
0.0,1.0,0.0,4.4,22.0,5.0,0.0
0.0,3.0,0.0,4.363636363636363,144.0,33.0,0.0
0.0,1.0,0.0,5.666666666666667,85.0,15.0,0.0
0.0,2.0,0.0,5.285714285714286,74.0,14.0,0.0
0.0,1.0,0.0,3.6666666666666665,22.0,6.0,0.0
0.0,2.0,0.0,4.333333333333333,26.0,6.0,0.0
0.0,2.0,0.0,5.777777777777778,52.0,9.0,0.0
0.0,1.0,0.0,5.25,42.0,8.0,0.0
0.0,3.0,0.0,4.266666666666667,64.0,15.0,0.0
0.0,2.0,0.0,3.7777777777777777,34.0,9.0,0.0
0.0,4.0,0.0,4.0,60.0,15.0,0.0
0.0,2.0,0.0,3.6,36.0,10.0,0.0
0.0,1.0,0.0,3.7,37.0,10.0,0.0
0.0,1.0,0.0,4.0,28.0,7.0,0.0
0.0,4.0,0.0,4.75,38.0,8.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,5.0,0.0,5.166666666666667,93.0,18.0,0.0
0.0,1.0,0.0,3.6,54.0,15.0,0.0
0.0,2.0,0.0,4.2592592592592595,115.0,27.0,0.0
0.0,3.0,0.0,7.4,37.0,5.0,0.0
0.0,1.0,0.0,3.7142857142857144,26.0,7.0,0.0
0.0,1.0,0.0,4.0,40.0,10.0,0.0
0.0,1.0,0.0,5.8,29.0,5.0,0.0
0.0,1.0,0.0,4.571428571428571,64.0,14.0,0.0
0.0,3.0,0.0,4.055555555555555,73.0,18.0,0.0
0.0,2.0,0.0,5.0,75.0,15.0,0.0
0.0,7.0,0.0,4.230769230769231,165.0,39.0,0.0
0.0,3.0,0.0,3.923076923076923,51.0,13.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,1.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,1.0,0.0,4.833333333333333,29.0,6.0,0.0
0.0,2.0,0.0,4.6923076923076925,61.0,13.0,0.0
0.0,1.0,0.0,3.125,25.0,8.0,0.0
0.0,2.0,0.0,7.2727272727272725,80.0,11.0,0.0
0.0,1.0,0.0,5.0,5.0,1.0,0.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,2.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,2.7142857142857144,19.0,7.0,0.0
0.0,1.0,0.0,5.0,10.0,2.0,1.0
0.0,2.0,0.0,4.444444444444445,40.0,9.0,0.0
0.0,2.0,0.0,4.75,38.0,8.0,0.0
0.0,4.0,0.0,4.55,91.0,20.0,0.0
0.0,3.0,0.0,4.285714285714286,30.0,7.0,1.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,4.875,39.0,8.0,0.0
0.0,2.0,0.0,2.75,11.0,4.0,0.0
0.0,4.0,0.0,4.5,27.0,6.0,1.0
0.0,4.0,0.0,4.428571428571429,31.0,7.0,1.0
0.0,1.0,0.0,3.25,26.0,8.0,0.0
0.0,1.0,0.0,6.2,31.0,5.0,0.0
0.0,1.0,0.0,3.625,29.0,8.0,1.0
0.0,2.0,0.0,3.1666666666666665,19.0,6.0,0.0
0.0,2.0,0.0,3.2857142857142856,23.0,7.0,0.0
0.0,2.0,0.0,3.0,12.0,4.0,0.0
0.0,2.0,0.0,4.428571428571429,31.0,7.0,1.0
0.0,1.0,0.0,4.333333333333333,13.0,3.0,1.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,1.0,0.0,4.0,8.0,2.0,0.0
0.0,1.0,0.0,3.0,9.0,3.0,0.0
0.0,2.0,0.0,3.8333333333333335,23.0,6.0,1.0
0.0,2.0,0.0,6.25,50.0,8.0,1.0
0.0,2.0,0.0,4.2727272727272725,47.0,11.0,0.0
0.0,1.0,0.0,8.0,24.0,3.0,0.0
0.0,7.0,0.0,3.90625,125.0,32.0,0.0
0.0,2.0,0.0,6.25,25.0,4.0,0.0
0.0,3.0,0.0,3.272727272727273,36.0,11.0,0.0
0.0,1.0,0.0,5.0,30.0,6.0,0.0
0.0,3.0,0.0,5.75,46.0,8.0,0.0
0.0,1.0,0.0,3.5,21.0,6.0,0.0
0.0,2.0,0.0,4.875,39.0,8.0,0.0
0.0,4.0,0.0,4.111111111111111,111.0,27.0,0.0
0.0,1.0,0.0,4.1,41.0,10.0,0.0
0.0,1.0,0.0,3.25,26.0,8.0,0.0
0.0,1.0,0.0,3.6666666666666665,11.0,3.0,0.0
0.0,1.0,0.0,3.4,17.0,5.0,0.0
0.0,3.0,0.0,4.592592592592593,124.0,27.0,0.0
0.0,3.0,0.0,4.5625,146.0,32.0,0.0
0.0,3.0,0.0,4.142857142857143,29.0,7.0,1.0
0.0,3.0,0.0,4.166666666666667,25.0,6.0,0.0
0.0,1.0,0.0,5.142857142857143,36.0,7.0,0.0
0.0,2.0,0.0,4.181818181818182,92.0,22.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,1.0
0.0,1.0,0.0,3.6666666666666665,11.0,3.0,0.0
0.0,2.0,0.0,4.833333333333333,29.0,6.0,1.0
0.0,3.0,0.0,3.4,17.0,5.0,0.0
0.0,3.0,0.0,4.555555555555555,41.0,9.0,1.0
0.0,4.0,0.0,4.111111111111111,37.0,9.0,1.0
0.0,3.0,0.0,4.476190476190476,94.0,21.0,0.0
0.0,2.0,0.0,4.714285714285714,33.0,7.0,0.0
0.0,1.0,0.0,4.153846153846154,54.0,13.0,0.0
0.0,1.0,0.0,4.0,44.0,11.0,0.0
0.0,2.0,0.0,4.095238095238095,86.0,21.0,0.0
0.0,5.0,0.0,3.8333333333333335,46.0,12.0,1.0
0.0,1.0,0.0,3.5714285714285716,25.0,7.0,0.0
0.0,2.0,0.0,3.6666666666666665,11.0,3.0,0.0
0.0,3.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,2.0,0.0,4.0,12.0,3.0,0.0
0.0,1.0,0.0,3.5,14.0,4.0,0.0
0.0,3.0,0.0,3.5,28.0,8.0,0.0
0.0,2.0,0.0,3.5,14.0,4.0,0.0
0.0,4.0,0.0,2.6666666666666665,16.0,6.0,0.0
0.0,1.0,0.0,4.533333333333333,68.0,15.0,0.0
0.0,1.0,0.0,3.875,31.0,8.0,0.0
0.0,1.0,0.0,3.0,21.0,7.0,1.0
0.0,1.0,0.0,3.0,6.0,2.0,0.0
0.0,1.0,0.0,3.4285714285714284,24.0,7.0,0.0
0.0,2.0,0.0,4.75,38.0,8.0,1.0
0.0,2.0,0.0,3.2857142857142856,23.0,7.0,0.0
0.0,2.0,0.0,3.5714285714285716,25.0,7.0,1.0
0.0,1.0,0.0,5.333333333333333,16.0,3.0,0.0
0.0,1.0,0.0,4.5,18.0,4.0,0.0
0.0,2.0,0.0,4.176470588235294,71.0,17.0,1.0
0.0,1.0,0.0,3.8333333333333335,23.0,6.0,1.0
0.0,2.0,0.0,4.75,38.0,8.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,0.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,1.0,0.0,3.0,18.0,6.0,0.0
0.0,3.0,0.0,3.4,34.0,10.0,0.0
0.0,3.0,0.0,4.25,102.0,24.0,1.0
0.0,1.0,0.0,3.5,28.0,8.0,0.0
0.0,3.0,0.0,3.3333333333333335,30.0,9.0,1.0
0.0,6.0,0.0,3.3333333333333335,40.0,12.0,0.0
0.0,6.0,0.0,4.107142857142857,115.0,28.0,1.0
0.0,1.0,0.0,3.625,29.0,8.0,0.0
0.0,3.0,0.0,3.4285714285714284,24.0,7.0,1.0
0.0,4.0,0.0,4.142857142857143,58.0,14.0,1.0
0.0,6.0,0.0,3.235294117647059,55.0,17.0,0.0
0.0,2.0,0.0,4.25,68.0,16.0,0.0
0.0,5.0,0.0,4.181818181818182,46.0,11.0,1.0
0.0,1.0,0.0,4.0,68.0,17.0,0.0
0.0,1.0,0.0,3.75,45.0,12.0,0.0
0.0,6.0,0.0,4.108108108108108,152.0,37.0,1.0
0.0,2.0,0.0,4.5,27.0,6.0,1.0
0.0,1.0,0.0,3.0,9.0,3.0,1.0
0.0,1.0,0.0,4.142857142857143,29.0,7.0,0.0
0.0,2.0,0.0,5.0,15.0,3.0,0.0
0.0,3.0,0.0,3.5294117647058822,60.0,17.0,1.0
0.0,3.0,0.0,4.5,45.0,10.0,0.0
0.0,2.0,0.0,4.857142857142857,34.0,7.0,0.0
0.0,1.0,0.0,9.0,9.0,1.0,1.0
0.0,2.0,0.0,4.625,74.0,16.0,0.0
0.0,1.0,0.0,3.2,16.0,5.0,0.0
0.0,1.0,0.0,6.5,13.0,2.0,0.0
0.0,5.0,0.0,4.387096774193548,136.0,31.0,1.0
0.0,2.0,0.0,4.466666666666667,67.0,15.0,0.0
0.0,1.0,0.0,4.625,37.0,8.0,0.0
0.0,2.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,4.0,0.0,3.8333333333333335,23.0,6.0,1.0
0.0,2.0,0.0,3.5,14.0,4.0,0.0
0.0,2.0,0.0,4.0,44.0,11.0,0.0
0.0,4.0,0.0,3.75,30.0,8.0,1.0
0.0,1.0,0.0,3.0,12.0,4.0,0.0
0.0,1.0,0.0,3.5,7.0,2.0,1.0
0.0,2.0,0.0,5.0,25.0,5.0,0.0
0.0,2.0,0.0,2.5,10.0,4.0,0.0
0.0,1.0,0.0,4.8,48.0,10.0,0.0
0.0,3.0,0.0,5.714285714285714,80.0,14.0,1.0
0.0,2.0,0.0,3.6666666666666665,11.0,3.0,1.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,2.0,0.0,4.5,18.0,4.0,1.0
0.0,2.0,0.0,4.0588235294117645,69.0,17.0,0.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,1.0,0.0,4.25,34.0,8.0,0.0
0.0,2.0,0.0,4.384615384615385,57.0,13.0,0.0
0.0,2.0,0.0,4.2,42.0,10.0,0.0
0.0,3.0,0.0,4.458333333333333,107.0,24.0,0.0
0.0,2.0,0.0,4.777777777777778,43.0,9.0,0.0
0.0,2.0,0.0,3.642857142857143,51.0,14.0,0.0
0.0,4.0,0.0,5.083333333333333,122.0,24.0,0.0
0.0,3.0,0.0,3.9375,63.0,16.0,0.0
0.0,5.0,0.0,4.230769230769231,55.0,13.0,1.0
0.0,3.0,0.0,3.6,18.0,5.0,1.0
0.0,1.0,0.0,3.8,19.0,5.0,0.0
0.0,4.0,0.0,3.9285714285714284,110.0,28.0,1.0
0.0,4.0,0.0,5.117647058823529,87.0,17.0,0.0
0.0,2.0,0.0,4.166666666666667,25.0,6.0,1.0
0.0,1.0,0.0,4.0,16.0,4.0,0.0
0.0,4.0,0.0,4.0,28.0,7.0,1.0
0.0,2.0,0.0,3.5,21.0,6.0,1.0
0.0,1.0,0.0,6.4,32.0,5.0,0.0
0.0,4.0,0.0,4.25,85.0,20.0,0.0
0.0,7.0,0.0,3.5277777777777777,127.0,36.0,0.0
0.0,1.0,0.0,4.266666666666667,64.0,15.0,0.0
0.0,1.0,0.0,4.333333333333333,26.0,6.0,1.0
0.0,1.0,0.0,5.0,15.0,3.0,0.0
0.0,2.0,0.0,3.857142857142857,27.0,7.0,1.0
0.0,1.0,0.0,3.8333333333333335,23.0,6.0,0.0
0.0,2.0,0.0,5.0,45.0,9.0,0.0
0.0,2.0,0.0,5.5,22.0,4.0,1.0
0.0,1.0,0.0,3.6,18.0,5.0,0.0
0.0,3.0,0.0,3.3333333333333335,40.0,12.0,1.0
0.0,2.0,0.0,3.3333333333333335,20.0,6.0,0.0
0.0,2.0,0.0,5.0,30.0,6.0,1.0
0.0,4.0,0.0,4.125,66.0,16.0,1.0
0.0,5.0,0.0,3.5789473684210527,68.0,19.0,1.0
0.0,3.0,0.0,3.1666666666666665,38.0,12.0,0.0
0.0,2.0,0.0,3.888888888888889,35.0,9.0,1.0
0.0,1.0,0.0,8.5,17.0,2.0,0.0
0.0,2.0,0.0,3.5714285714285716,25.0,7.0,0.0
0.0,3.0,0.0,2.857142857142857,20.0,7.0,0.0
0.0,5.0,0.0,3.8095238095238093,80.0,21.0,1.0
